ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,churn_event,monthly_revenue,monthly_margin,CLV_60_months,survival_probability_12m,churn_risk_12m,CLV_12_months,valuable_customer,at_risk_customer,valuable_and_at_risk
246,Zone 3,64,45,Unmarried,4,38,High school degree,No,Female,Yes,No,Yes,Plus service,Yes,1,45,29.25,1119.8846458147952,0.9026312672311387,0.09736873276886127,315.67917892881815,True,False,False
247,Zone 2,64,38,Unmarried,0,29,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,888.4838047861402,0.911885762639005,0.088114237360995,246.87442404449655,False,False,False
248,Zone 1,24,26,Unmarried,7,55,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,483.81685309663106,0.7805371936402216,0.21946280635977844,162.18472184872994,False,True,False
249,Zone 3,33,55,Married,21,64,Some college,No,Female,No,No,Yes,Basic service,No,0,25,16.25,701.7552233044528,0.9598482703550123,0.0401517296449877,181.2948673565112,False,False,False
250,Zone 2,33,33,Married,12,42,College degree,No,Female,Yes,No,No,E-service,No,0,35,22.75,910.0545715271454,0.9239860189474206,0.0760139810525794,248.67140975641598,False,False,False
251,Zone 1,2,40,Unmarried,9,134,College degree,No,Male,No,Yes,No,Basic service,No,0,25,16.25,390.77459826051205,0.677752253069826,0.322247746930174,151.4753172878727,False,True,False
252,Zone 2,42,48,Married,22,82,Did not complete high school,No,Female,No,Yes,Yes,Total service,No,0,60,39.0,1662.000450091651,0.9530747834556017,0.046925216544398296,433.41422600782266,True,False,False
253,Zone 1,52,54,Married,5,153,Post-undergraduate degree,No,Male,Yes,Yes,No,E-service,Yes,1,35,22.75,881.8506289790491,0.9083752911980055,0.09162470880199447,246.36672050707529,False,False,False
254,Zone 1,45,66,Unmarried,43,144,High school degree,No,Female,No,Yes,No,E-service,No,0,35,22.75,1050.3034075889843,0.988613566433643,0.011386433566357046,257.8122192963874,True,False,False
255,Zone 3,3,25,Unmarried,4,22,College degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,824.4634080546379,0.6101215863780612,0.38987841362193876,341.7375491234363,False,True,False
256,Zone 2,37,53,Married,16,35,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1312.816215998985,0.9768480918865797,0.023151908113420272,329.3887974024725,True,False,False
257,Zone 2,28,57,Unmarried,33,82,College degree,No,Female,Yes,Yes,Yes,E-service,Yes,1,35,22.75,971.1148306669968,0.9550711438251971,0.04492885617480291,253.15856955054542,False,False,False
258,Zone 3,40,63,Married,9,61,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,685.7552484669546,0.9486593093631251,0.05134069063687485,180.14279598267797,False,False,False
259,Zone 2,37,33,Unmarried,1,102,High school degree,No,Male,No,Yes,No,Total service,No,0,60,39.0,1247.3339205318705,0.8164920563697949,0.18350794363020506,398.8406087281047,True,True,True
260,Zone 3,7,27,Unmarried,5,31,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,909.2964318691222,0.657651032842032,0.34234896715796803,354.8817354323663,False,True,False
261,Zone 1,71,56,Unmarried,23,170,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1707.2300813916415,0.9644519231076903,0.035548076892309655,436.1274047448642,True,False,False
262,Zone 2,19,46,Unmarried,11,26,High school degree,No,Female,No,Yes,No,Basic service,No,0,25,16.25,482.7976273873938,0.7790032629716626,0.22099673702833744,162.01148662162962,False,True,False
263,Zone 2,61,40,Unmarried,15,85,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1207.5711001198454,0.9377392736376489,0.06226072636235114,322.2096809303897,True,False,False
264,Zone 3,70,53,Married,16,183,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,1028.165075558482,0.9787736767113069,0.021226323288693116,256.42440344450984,True,False,False
265,Zone 2,60,55,Married,13,67,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,680.3045645153255,0.9442208172117414,0.05577918278825855,179.66919781259168,False,False,False
266,Zone 3,48,45,Married,5,42,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,621.8700252825889,0.9023487705793974,0.09765122942060256,175.34953366769437,False,False,False
267,Zone 1,8,63,Married,1,31,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1309.4521886902623,0.9812882446697503,0.018711755330249713,330.4793505815966,True,False,False
268,Zone 2,58,58,Married,10,96,High school degree,No,Male,No,No,No,Plus service,No,0,45,29.25,1302.1472343988705,0.972320371095102,0.027679628904897946,328.53414229310806,True,False,False
269,Zone 1,16,24,Married,5,24,Some college,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1080.8030795346322,0.8882372278150352,0.11176277218496478,313.197100874182,True,False,False
270,Zone 2,33,33,Unmarried,4,53,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,516.7223436391491,0.8133468649480623,0.1866531350519377,165.83225466834298,False,True,False
271,Zone 2,39,25,Unmarried,4,18,Did not complete high school,No,Female,No,No,No,Plus service,No,0,45,29.25,1030.7845209052975,0.8630284665323427,0.13697153346765734,308.1648333055377,True,False,False
272,Zone 1,62,51,Unmarried,10,43,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,896.7456200499713,0.916197607557146,0.08380239244285403,247.5001181081538,False,False,False
273,Zone 1,50,34,Unmarried,10,104,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1300.402452280933,0.8373095784006286,0.16269042159937142,404.3043610956716,True,False,False
274,Zone 2,48,55,Unmarried,31,26,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,700.0125598242154,0.9577470694578064,0.04225293054219359,181.05603802016637,False,False,False
275,Zone 3,31,62,Unmarried,5,56,High school degree,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1189.5667061464655,0.9320273771597642,0.06797262284023575,321.22725789831634,True,False,False
276,Zone 2,65,33,Married,9,49,High school degree,No,Male,No,No,Yes,E-service,No,0,35,22.75,951.9269947593118,0.9438941410969585,0.05610585890304154,251.48694455630158,False,False,False
277,Zone 1,36,58,Unmarried,34,80,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,1057.500642837771,0.9917451692242782,0.008254830775721755,258.2520651460334,True,False,False
278,Zone 1,61,46,Unmarried,5,318,Some college,No,Female,Yes,No,Yes,Plus service,No,0,45,29.25,1127.1181241848813,0.9056104686256916,0.09438953137430839,316.23689193540935,True,False,False
279,Zone 2,48,42,Unmarried,21,35,College degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1243.679623724589,0.9517379801677632,0.04826201983223677,324.8016805368462,True,False,False
280,Zone 3,35,45,Unmarried,17,29,Did not complete high school,No,Male,No,No,Yes,Basic service,No,0,25,16.25,619.3715438710758,0.9007275896354946,0.0992724103645054,175.19358719636077,False,False,False
281,Zone 1,51,28,Unmarried,8,43,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1242.8245683497755,0.816158046332241,0.18384195366775902,398.832782876084,True,True,True
282,Zone 2,49,51,Married,5,80,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1473.2556414633261,0.8962118870552858,0.10378811294471424,419.29776002490445,True,False,False
283,Zone 1,35,39,Married,11,30,Some college,No,Female,No,No,Yes,Plus service,Yes,1,45,29.25,1230.2958449953999,0.9474872646564213,0.0525127353435787,324.0606672624637,True,False,False
284,Zone 1,58,70,Unmarried,2,9,Some college,Yes,Female,No,Yes,No,E-service,No,0,35,22.75,930.1904389843905,0.9332975720511829,0.06670242794881709,249.97129230885034,False,False,False
285,Zone 1,23,35,Married,0,23,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1124.7162092047765,0.906146765958598,0.093853234041402,316.45698455245775,True,False,False
286,Zone 2,26,39,Married,15,58,College degree,No,Female,No,Yes,Yes,Plus service,No,0,45,29.25,1123.2027766151032,0.9050503584837081,0.09494964151629193,316.2175064397319,True,False,False
287,Zone 1,38,37,Married,1,52,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1480.9161063159543,0.8988118892323931,0.10118811076760692,419.9706612928621,True,False,False
288,Zone 1,35,66,Married,44,14,Some college,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1384.9829040102197,0.9987560867116023,0.00124391328839768,333.25528934137884,True,False,False
289,Zone 2,37,50,Unmarried,9,110,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1212.315732783035,0.9404471823876324,0.05955281761236764,322.75588235359663,True,False,False
290,Zone 2,48,43,Married,1,60,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,949.1841580219735,0.9429685467848367,0.05703145321516334,251.37034313461558,False,False,False
291,Zone 3,13,43,Married,1,123,Some college,No,Male,No,Yes,Yes,Total service,No,0,60,39.0,1389.6452729930345,0.8712209432470784,0.12877905675292156,413.3918851254826,True,False,False
292,Zone 1,72,63,Married,29,15,Post-undergraduate degree,Yes,Male,No,No,Yes,Plus service,No,0,45,29.25,1361.768205175663,0.9916314001565093,0.008368599843490698,331.9900214132188,True,False,False
293,Zone 1,30,27,Unmarried,4,47,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,704.3306444439485,0.8001748028642129,0.19982519713578706,230.1309595070078,False,True,False
294,Zone 1,24,43,Unmarried,14,138,College degree,No,Female,No,Yes,No,Plus service,No,0,45,29.25,1053.6337990211878,0.8740502844484971,0.12594971555150292,310.33476963265446,True,False,False
295,Zone 2,25,51,Married,20,359,Some college,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1734.462806071105,0.9739643670484128,0.026035632951587173,438.5687105258312,True,False,False
296,Zone 2,50,52,Unmarried,30,214,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1601.649185040719,0.9355285350029565,0.06447146499704348,429.08513071205033,True,False,False
297,Zone 2,28,40,Unmarried,7,64,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1135.1745943343583,0.9099445893830262,0.09005541061697375,317.12260578300084,True,False,False
298,Zone 3,34,51,Unmarried,8,50,College degree,No,Male,Yes,No,No,Basic service,No,0,25,16.25,561.4516168037829,0.8534175720694083,0.14658242793059173,170.17530736246084,False,False,False
299,Zone 1,48,32,Unmarried,2,88,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1208.3274200903436,0.8026723779363938,0.1973276220636062,395.2941451124185,True,True,True
300,Zone 2,42,36,Married,8,86,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,952.3949405243883,0.9448137957674524,0.05518620423254761,251.64542687962236,False,False,False
301,Zone 3,67,65,Married,30,17,Did not complete high school,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1366.6941584243095,0.9932008095369009,0.00679919046309907,332.2705970628397,True,False,False
302,Zone 1,17,41,Married,7,25,High school degree,No,Male,No,Yes,Yes,Plus service,No,0,45,29.25,1059.159749564526,0.8778710947464666,0.12212890525353337,311.1836702776795,True,False,False
303,Zone 1,29,38,Married,19,46,High school degree,No,Male,No,No,No,E-service,No,0,35,22.75,1005.867068144466,0.970893642151898,0.029106357848102005,255.38407908216473,False,False,False
304,Zone 3,66,61,Unmarried,26,361,Did not complete high school,No,Female,No,No,No,E-service,No,0,35,22.75,1042.4541303702129,0.9849008672583761,0.015099132741623889,257.28240805209515,True,False,False
305,Zone 2,1,21,Unmarried,1,18,Some college,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,214.46425780328943,0.3976475526335144,0.6023524473664856,112.76533083440262,False,True,False
306,Zone 1,28,33,Married,3,14,College degree,No,Male,No,Yes,Yes,Total service,Yes,1,60,39.0,1345.338136778752,0.852617121618739,0.14738287838126096,408.2297785813616,True,False,False
307,Zone 1,15,35,Married,5,34,Some college,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,801.0341598975562,0.8644563349345363,0.13554366506546367,240.06418485804804,False,False,False
308,Zone 2,12,64,Unmarried,13,9,High school degree,Yes,Female,No,Yes,Yes,Plus service,No,0,45,29.25,1196.8614504751058,0.939746699202422,0.06025330079757796,322.9863029068857,True,False,False
309,Zone 3,48,49,Unmarried,18,39,High school degree,No,Female,Yes,No,Yes,Total service,Yes,1,60,39.0,1632.9956900042698,0.9446299368884944,0.05537006311150561,431.3284262929139,True,False,False
310,Zone 2,59,25,Married,4,18,Some college,No,Male,No,No,No,Basic service,No,0,25,16.25,568.2269398773052,0.8601362140656154,0.13986378593438464,170.90842427758912,False,False,False
311,Zone 3,8,26,Married,1,25,College degree,No,Male,No,Yes,No,Basic service,Yes,1,25,16.25,347.80123719214697,0.6160673109734415,0.3839326890265585,142.62298385791124,False,True,False
312,Zone 1,45,52,Unmarried,15,46,Post-undergraduate degree,No,Female,No,No,No,E-service,Yes,1,35,22.75,993.7762393492901,0.9642510205646826,0.03574897943531741,254.40486464491474,False,False,False
313,Zone 1,25,39,Married,8,94,College degree,No,Female,No,No,No,E-service,Yes,1,35,22.75,964.5616783614661,0.9523816962897554,0.04761830371024456,252.79589091768912,False,False,False
314,Zone 1,21,44,Married,4,26,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1333.6455721166253,0.8486757967394767,0.15132420326052332,407.2746542524308,True,False,False
315,Zone 2,17,68,Married,1,335,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,60,39.0,1713.7847127353255,0.9702412859116473,0.029758714088352733,437.7954423207887,True,False,False
316,Zone 2,41,45,Unmarried,14,25,Some college,No,Male,No,Yes,Yes,Basic service,Yes,1,25,16.25,536.1344439965176,0.8316463759890608,0.16835362401093923,167.83548248733774,False,False,False
317,Zone 1,13,45,Married,3,99,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,1,45,29.25,948.6630066904869,0.823554767762754,0.17644523223724595,300.6968229734271,False,True,False
318,Zone 2,1,26,Married,3,30,High school degree,No,Female,No,No,No,Basic service,Yes,1,25,16.25,485.1038890616683,0.7977784318191339,0.20222156818086612,166.26851071078997,False,True,False
319,Zone 3,3,31,Married,4,35,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1107.8809821515144,0.7636612931766679,0.23633870682333213,387.1033604470631,True,True,True
320,Zone 1,23,27,Married,2,51,Post-undergraduate degree,No,Female,Yes,No,No,Basic service,Yes,1,25,16.25,465.3637509833277,0.7614820445938311,0.23851795540616894,160.03846629545092,False,True,False
321,Zone 3,26,42,Unmarried,20,49,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1393.702988353314,0.8699731701044343,0.1300268298955657,412.7126016397595,True,False,False
322,Zone 1,37,51,Married,15,54,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1302.0103195002168,0.97319581187506,0.02680418812494001,328.73215912346353,True,False,False
323,Zone 3,5,30,Unmarried,3,46,College degree,No,Male,No,Yes,No,E-service,Yes,1,35,22.75,633.4919807638595,0.7496202687574935,0.25037973124250645,222.83852873865067,False,True,False
324,Zone 1,32,27,Married,3,91,College degree,No,Female,Yes,Yes,No,Total service,Yes,1,60,39.0,1201.334633079154,0.7979709715894897,0.2020290284105103,393.9388689043235,True,True,True
325,Zone 3,12,22,Unmarried,1,23,College degree,No,Male,No,No,Yes,Basic service,No,0,25,16.25,395.8945308769552,0.680177644700363,0.319822355299637,150.52578072093868,False,True,False
326,Zone 1,72,54,Married,6,345,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1273.370486781279,0.9619309469299447,0.03806905307005526,326.63619001034067,True,False,False
327,Zone 3,3,25,Married,2,45,College degree,No,Female,No,Yes,No,Basic service,Yes,1,25,16.25,322.6309301032989,0.5792483361482309,0.4207516638517691,138.3054720994919,False,True,False
328,Zone 1,54,43,Unmarried,12,53,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1201.620421609753,0.9355737674924556,0.06442623250754442,321.81668445712313,True,False,False
329,Zone 2,26,26,Unmarried,2,14,High school degree,No,Female,No,Yes,Yes,Total service,Yes,1,60,39.0,1138.4157245132621,0.7712300505845708,0.22876994941542916,386.7543819035102,True,True,True
330,Zone 3,14,36,Unmarried,13,67,Post-undergraduate degree,No,Female,No,Yes,No,Basic service,No,0,25,16.25,432.25695915664414,0.7237926422951679,0.27620735770483207,155.6932265046367,False,True,False
331,Zone 3,22,51,Unmarried,27,49,Some college,No,Male,No,No,Yes,Basic service,No,0,25,16.25,677.1323783234881,0.9448589406983574,0.05514105930164259,179.82168796040034,False,False,False
332,Zone 3,65,47,Married,18,37,Did not complete high school,No,Female,No,No,No,Basic service,No,0,25,16.25,676.3031773651145,0.9414131401505815,0.05858685984941847,179.37992517008965,False,False,False
333,Zone 3,26,45,Unmarried,18,33,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,618.2971134996643,0.9005918673391421,0.0994081326608579,175.20847994652175,False,False,False
334,Zone 1,20,37,Unmarried,5,46,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1135.2796128199896,0.7690287738347045,0.23097122616529553,386.1247814354999,True,True,True
335,Zone 2,67,60,Married,32,93,Did not complete high school,No,Male,No,No,No,E-service,No,0,35,22.75,1065.3004553785147,0.9941025878289869,0.005897412171013139,258.5569096712532,True,False,False
336,Zone 1,34,55,Unmarried,2,48,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,591.4847339004177,0.8785784530297874,0.12142154697021257,172.85973486854286,False,False,False
337,Zone 1,37,54,Married,35,183,High school degree,No,Male,No,No,No,Plus service,No,0,45,29.25,1365.8201657094503,0.9935152217906679,0.0064847782093321316,332.3470182806039,True,False,False
338,Zone 2,22,23,Married,3,16,Did not complete high school,No,Male,No,No,No,Basic service,No,0,25,16.25,498.4379405702361,0.794914368806463,0.20508563119353695,163.7882507837657,False,True,False
339,Zone 2,5,69,Unmarried,0,11,High school degree,Yes,Male,No,No,No,Basic service,No,0,25,16.25,634.2605926684191,0.9239835118416245,0.07601648815837547,178.20554341522632,False,False,False
340,Zone 1,28,31,Married,0,42,College degree,No,Female,No,No,No,Plus service,No,0,45,29.25,1101.5399798132157,0.8953831335443502,0.10461686645564983,314.37279903578735,True,False,False
341,Zone 1,20,41,Married,7,67,College degree,No,Female,No,No,No,Basic service,No,0,25,16.25,595.6391756116951,0.8832203743291388,0.1167796256708612,173.41434647682885,False,False,False
342,Zone 3,72,41,Unmarried,20,181,College degree,No,Male,Yes,Yes,No,Total service,No,0,60,39.0,1481.6080187500006,0.899128045989321,0.10087195401067905,420.0342546324079,True,False,False
343,Zone 2,30,43,Unmarried,18,53,College degree,No,Male,No,Yes,No,Basic service,No,0,25,16.25,527.6502132513552,0.8232221609327519,0.1767778390672481,166.90763012040634,False,True,False
344,Zone 3,71,52,Unmarried,17,172,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1526.2370572789678,0.9128778730242438,0.08712212697575616,423.4603882432949,True,False,False
345,Zone 2,56,44,Unmarried,24,87,High school degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1267.4865532196588,0.9601666223107203,0.03983337768927975,326.32948961453803,True,False,False
346,Zone 1,8,29,Married,2,21,Post-undergraduate degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,493.3150484938277,0.7919527101909636,0.20804728980903642,163.72429594388564,False,True,False
347,Zone 2,32,65,Unmarried,6,9,High school degree,Yes,Female,No,Yes,No,E-service,No,0,35,22.75,918.0425633955618,0.9282324362103713,0.07176756378962867,249.29055396575018,False,False,False
348,Zone 2,46,47,Unmarried,22,144,Some college,No,Female,No,No,Yes,Plus service,Yes,1,45,29.25,1269.8204301703258,0.9613809491534636,0.038619050846536385,326.5676250209252,True,False,False
349,Zone 3,60,45,Married,23,117,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1589.9708474685794,0.9319126004536692,0.0680873995463308,428.17841866265843,True,False,False
350,Zone 2,42,32,Married,0,59,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1258.8796285014002,0.8213388844666667,0.1786611155333333,400.1309603328023,True,True,True
351,Zone 3,71,60,Married,39,508,College degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1817.8773603846198,0.9921495230289913,0.007850476971008713,442.776669344115,True,False,False
352,Zone 2,72,63,Married,40,222,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,45,29.25,1376.1379933386982,0.9959890896702797,0.004010910329720341,332.7622793944184,True,False,False
353,Zone 3,45,66,Unmarried,11,87,Some college,Yes,Female,No,No,No,Basic service,No,0,25,16.25,667.6404192703802,0.9359039096981326,0.06409609030186736,178.8292326356048,False,False,False
354,Zone 3,5,31,Unmarried,4,34,Did not complete high school,No,Male,Yes,No,Yes,Plus service,Yes,1,45,29.25,903.9356673310848,0.804471843237802,0.19552815676219804,297.8337613409726,False,True,False
355,Zone 2,17,38,Married,19,18,College degree,No,Female,No,No,No,E-service,No,0,35,22.75,1012.5264154994879,0.9757304683360918,0.024269531663908217,256.1368100141645,False,False,False
356,Zone 2,70,55,Unmarried,12,65,Some college,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1213.5474295186307,0.9399153806260625,0.0600846193739375,322.6052247548325,True,False,False
357,Zone 3,57,57,Married,19,130,Some college,No,Female,No,Yes,No,E-service,No,0,35,22.75,992.9050296409114,0.9633988392248416,0.0366011607751584,254.26870011984394,False,False,False
358,Zone 1,20,33,Unmarried,13,44,Some college,No,Female,No,No,Yes,E-service,No,0,35,22.75,907.3934512842862,0.924507678654067,0.07549232134593298,248.8464064549982,False,False,False
359,Zone 1,72,52,Married,21,63,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1320.9857478088607,0.9784249930402552,0.02157500695974479,329.6244512701285,True,False,False
360,Zone 3,32,50,Unmarried,28,57,College degree,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1310.95426007633,0.9765972365940613,0.02340276340593872,329.36081034059885,True,False,False
361,Zone 3,22,57,Married,7,264,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1296.6085882011978,0.9729935210904442,0.027006478909555764,328.77701095869645,True,False,False
362,Zone 2,6,24,Unmarried,2,28,Did not complete high school,No,Male,No,No,Yes,Plus service,Yes,1,45,29.25,924.0806958669423,0.8146493764279856,0.18535062357201437,299.6324861755167,False,True,False
363,Zone 3,32,23,Married,2,26,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1155.313983379783,0.7792707744929486,0.22072922550705143,388.96867926544434,True,True,True
364,Zone 1,38,33,Unmarried,3,38,College degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,749.7493693692678,0.8308953228625786,0.1691046771374214,234.84974773911406,False,True,False
365,Zone 1,53,35,Unmarried,15,59,Some college,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1179.1338201042138,0.926770467426444,0.07322953257355602,320.1870248703659,True,False,False
366,Zone 3,37,76,Unmarried,38,117,College degree,No,Female,No,No,No,Basic service,No,0,25,16.25,751.7677275590916,0.9897684337867174,0.010231566213282584,184.27165938590102,False,False,False
367,Zone 1,47,35,Married,13,70,College degree,No,Female,Yes,Yes,No,Total service,Yes,1,60,39.0,1418.9521775159583,0.8784042368405365,0.12159576315946352,414.8036502160374,True,False,False
368,Zone 3,69,59,Unmarried,37,104,High school degree,No,Male,Yes,No,Yes,Plus service,No,0,45,29.25,1327.3410351602101,0.9805962825055379,0.019403717494462125,330.01717850875167,True,False,False
369,Zone 3,63,56,Unmarried,17,71,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,665.0178180286654,0.9336472555196522,0.06635274448034778,178.5847673135219,False,False,False
370,Zone 1,61,34,Married,0,70,Some college,No,Female,Yes,Yes,Yes,Total service,Yes,1,60,39.0,1338.5334738442807,0.8515349846913723,0.14846501530862766,407.9920089026624,True,False,False
371,Zone 1,56,38,Married,8,56,College degree,No,Male,No,Yes,No,Total service,No,0,60,39.0,1496.8788838579746,0.9037270753081147,0.09627292469188531,421.1790737353099,True,False,False
372,Zone 3,40,57,Married,18,68,Did not complete high school,No,Male,No,No,No,Plus service,No,0,45,29.25,1330.6614074830036,0.9825529595079553,0.017447040492044708,330.4024575239364,True,False,False
373,Zone 2,61,45,Unmarried,21,80,High school degree,No,Female,No,No,No,E-service,No,0,35,22.75,993.7768544666205,0.9636920279071213,0.036307972092878726,254.3066743933586,False,False,False
374,Zone 2,16,26,Unmarried,7,21,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,60,39.0,1012.0602615063801,0.712057420396901,0.287942579603099,370.3721745617252,False,True,False
375,Zone 2,7,43,Unmarried,4,69,Some college,No,Female,No,No,No,Basic service,No,0,25,16.25,516.3616368315719,0.8165436801375331,0.1834563198624669,166.56873280905972,False,True,False
376,Zone 3,20,31,Married,10,39,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,567.149037159001,0.8589312624161062,0.14106873758389382,170.8137930991329,False,False,False
377,Zone 2,35,38,Unmarried,7,90,High school degree,No,Male,No,Yes,No,E-service,No,0,35,22.75,792.7070425748994,0.8575151476154154,0.14248485238458464,238.85992992152805,False,False,False
378,Zone 1,60,37,Married,12,64,Post-undergraduate degree,No,Female,No,No,No,E-service,No,0,35,22.75,974.895161340366,0.9549595555450954,0.04504044445490463,253.06867674980617,False,False,False
379,Zone 2,47,25,Unmarried,2,28,High school degree,No,Male,Yes,No,Yes,Total service,No,0,60,39.0,1318.6437198702727,0.8436759708890507,0.15632402911094934,405.93356110748425,True,False,False
380,Zone 2,33,28,Married,3,24,High school degree,No,Female,No,No,No,Basic service,No,0,25,16.25,539.3382363304527,0.8339846245151366,0.16601537548486345,168.0794421826407,False,False,False
381,Zone 3,12,34,Unmarried,2,44,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,462.4637661423545,0.7574706458333174,0.24252935416668264,159.62130776742387,False,True,False
382,Zone 1,10,31,Unmarried,0,32,College degree,No,Female,No,Yes,No,E-service,Yes,1,35,22.75,629.4296142988367,0.7434478636466688,0.2565521363533312,221.26849899629704,False,True,False
383,Zone 2,69,33,Married,9,52,College degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1203.7721577620666,0.9361908108635065,0.06380918913649347,321.9191227004504,True,False,False
384,Zone 1,23,20,Unmarried,1,15,Some college,No,Female,No,No,No,E-service,No,0,35,22.75,752.5071130340538,0.8321034620247062,0.1678965379752938,235.03941169817966,False,False,False
385,Zone 1,53,31,Unmarried,10,46,Some college,No,Male,No,Yes,No,E-service,No,0,35,22.75,806.0709308031733,0.8660554641637495,0.13394453583625054,240.14328435286706,False,False,False
386,Zone 2,60,57,Married,14,107,High school degree,No,Female,No,No,Yes,Plus service,No,0,45,29.25,1313.2161269264661,0.9760472588114165,0.023952741188583482,329.205138270789,True,False,False
387,Zone 2,33,33,Unmarried,7,56,High school degree,No,Male,No,No,No,Basic service,No,0,25,16.25,529.8851478644435,0.8254562652686865,0.17454373473131346,167.15342223040292,False,True,False
388,Zone 3,67,40,Married,21,40,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,60,39.0,1551.3204982694713,0.9204288227271903,0.07957117727280971,425.33441887981434,True,False,False
389,Zone 3,15,38,Married,5,56,Some college,No,Male,No,No,Yes,Plus service,No,0,45,29.25,1186.6118959825392,0.9342417184846108,0.0657582815153892,321.8665282138386,True,False,False
390,Zone 3,64,31,Married,5,46,High school degree,No,Female,Yes,Yes,Yes,E-service,No,0,35,22.75,803.13226368815,0.864806096657923,0.13519390334207704,239.97103971567762,False,False,False
391,Zone 2,46,49,Married,13,51,High school degree,No,Male,No,No,No,Basic service,Yes,1,25,16.25,660.917502114008,0.9311188315880357,0.06888116841196434,178.33576796752882,False,False,False
